0	0	    0.603988	    0.603988	    0.000000
0	1	    0.608854	    0.608854	    0.000000
0	2	    0.608300	    0.608300	    0.000000
0	3	    0.601256	    0.601256	    0.000000
0	4	    0.604815	    0.604815	    0.000000
0	5	    0.608280	    0.608280	    0.000000
0	6	    0.603406	    0.603406	    0.000000
0	7	    0.602531	    0.602531	    0.000000
0	8	    0.601318	    0.601318	    0.000000
0	9	    0.601231	    0.601231	    0.000000
0	10	    0.602577	    0.602577	    0.000000
0	11	    0.606898	    0.606898	    0.000000
0	12	    0.603264	    0.603264	    0.000000
0	13	    0.604521	    0.604521	    0.000000
0	14	    0.607905	    0.607905	    0.000000
0	15	    0.603996	    0.603996	    0.000000
0	16	    0.601578	    0.601578	    0.000000
0	17	    0.609911	    0.609911	    0.000000
0	18	    0.604980	    0.604980	    0.000000
0	19	    0.607925	    0.607925	    0.000000
0	20	    0.602626	    0.602626	    0.000000
0	21	    0.600885	    0.600885	    0.000000
0	22	    0.608486	    0.608486	    0.000000
0	23	    0.606545	    0.606545	    0.000000
0	24	    0.609701	    0.609701	    0.000000
0	25	    0.609113	    0.609113	    0.000000
0	26	    0.600645	    0.600645	    0.000000
0	27	    0.601667	    0.601667	    0.000000
0	28	    0.606096	    0.606096	    0.000000
0	29	    0.601370	    0.601370	    0.000000
0	30	    0.606495	    0.606495	    0.000000
0	31	    0.600084	    0.600084	    0.000000
0	32	    0.600224	    0.600224	    0.000000
0	33	    0.604794	    0.604794	    0.000000
0	34	    0.601341	    0.601341	    0.000000
0	35	    0.605040	    0.605040	    0.000000
0	36	    0.603075	    0.603075	    0.000000
0	37	    0.604747	    0.604747	    0.000000
0	38	    0.607570	    0.607570	    0.000000
0	39	    0.604392	    0.604392	    0.000000
0	40	    0.605978	    0.605978	    0.000000
0	41	    0.600147	    0.600147	    0.000000
0	42	    0.601290	    0.601290	    0.000000
0	43	    0.609242	    0.609242	    0.000000
0	44	    0.604668	    0.604668	    0.000000
0	45	    0.609195	    0.609195	    0.000000
0	46	    0.603237	    0.603237	    0.000000
0	47	    0.606245	    0.606245	    0.000000
0	48	    0.609106	    0.609106	    0.000000
0	49	    0.608218	    0.608218	    0.000000
0	50	    0.604170	    0.604170	    0.000000
0	51	    0.601732	    0.601732	    0.000000
0	52	    0.609103	    0.609103	    0.000000
0	53	    0.602656	    0.602656	    0.000000
0	54	    0.608277	    0.608277	    0.000000
0	55	    0.608803	    0.608803	    0.000000
0	56	    0.601768	    0.601768	    0.000000
0	57	    0.608922	    0.608922	    0.000000
0	58	    0.600470	    0.600470	    0.000000
0	59	    0.607864	    0.607864	    0.000000
0	60	    0.600292	    0.600292	    0.000000
0	61	    0.606965	    0.606965	    0.000000
0	62	    0.607949	    0.607949	    0.000000
0	63	    0.600517	    0.600517	    0.000000
0	64	    0.601759	    0.601759	    0.000000
0	65	    0.609289	    0.609289	    0.000000
0	66	    0.605556	    0.605556	    0.000000
0	67	    0.604834	    0.604834	    0.000000
0	68	    0.604037	    0.604037	    0.000000
0	69	    0.603126	    0.603126	    0.000000
0	70	    0.609226	    0.609226	    0.000000
0	71	    0.600014	    0.600014	    0.000000
0	72	    0.603273	    0.603273	    0.000000
0	73	    0.600516	    0.600516	    0.000000
0	74	    0.609256	    0.609256	    0.000000
0	75	    0.607941	    0.607941	    0.000000
0	76	    0.609711	    0.609711	    0.000000
0	77	    0.602494	    0.602494	    0.000000
0	78	    0.604186	    0.604186	    0.000000
0	79	    0.608817	    0.608817	    0.000000
0	80	    0.600712	    0.600712	    0.000000
0	81	    0.608356	    0.608356	    0.000000
0	82	    0.600549	    0.600549	    0.000000
0	83	    0.609814	    0.609814	    0.000000
0	84	    0.601012	    0.601012	    0.000000
0	85	    0.608827	    0.608827	    0.000000
0	86	    0.608618	    0.608618	    0.000000
0	87	    0.602780	    0.602780	    0.000000
0	88	    0.607749	    0.607749	    0.000000
0	89	    0.609088	    0.609088	    0.000000
0	90	    0.600645	    0.600645	    0.000000
0	91	    0.608041	    0.608041	    0.000000
0	92	    0.606053	    0.606053	    0.000000
0	93	    0.608593	    0.608593	    0.000000
0	94	    0.608558	    0.608558	    0.000000
0	95	    0.607812	    0.607812	    0.000000
0	96	    0.607883	    0.607883	    0.000000
0	97	    0.604114	    0.604114	    0.000000
0	98	    0.602646	    0.602646	    0.000000
0	99	    0.601919	    0.601919	    0.000000
0	100	    0.607240	    0.607240	    0.000000
0	101	    0.601872	    0.601872	    0.000000
0	102	    0.601934	    0.601934	    0.000000
0	103	    0.600514	    0.600514	    0.000000
0	104	    0.602387	    0.602387	    0.000000
0	105	    0.601190	    0.601190	    0.000000
0	106	    0.608455	    0.608455	    0.000000
0	107	    0.602098	    0.602098	    0.000000
0	108	    0.603684	    0.603684	    0.000000
0	109	    0.602641	    0.602641	    0.000000
0	110	    0.600915	    0.600915	    0.000000
0	111	    0.604396	    0.604396	    0.000000
0	112	    0.600998	    0.600998	    0.000000
0	113	    0.601464	    0.601464	    0.000000
0	114	    0.604210	    0.604210	    0.000000
0	115	    0.602010	    0.602010	    0.000000
0	116	    0.600291	    0.600291	    0.000000
0	117	    0.602827	    0.602827	    0.000000
0	118	    0.604790	    0.604790	    0.000000
0	119	    0.608040	    0.608040	    0.000000
0	120	    0.601915	    0.601915	    0.000000
0	121	    0.605435	    0.605435	    0.000000
0	122	    0.606081	    0.606081	    0.000000
0	123	    0.607968	    0.607968	    0.000000
0	124	    0.604028	    0.604028	    0.000000
0	125	    0.604638	    0.604638	    0.000000
0	126	    0.605780	    0.605780	    0.000000
0	127	    0.601911	    0.601911	    0.000000

1	0	    0.608752	    0.608752	    0.000000
1	1	    0.608426	    0.608426	    0.000000
1	2	    0.603830	    0.603830	    0.000000
1	3	    0.605993	    0.605993	    0.000000
1	4	    0.600298	    0.600298	    0.000000
1	5	    0.605764	    0.605764	    0.000000
1	6	    0.606506	    0.606506	    0.000000
1	7	    0.602685	    0.602685	    0.000000
1	8	    0.606954	    0.606954	    0.000000
1	9	    0.604961	    0.604961	    0.000000
1	10	    0.604783	    0.604783	    0.000000
1	11	    0.600638	    0.600638	    0.000000
1	12	    0.607602	    0.607602	    0.000000
1	13	    0.605698	    0.605698	    0.000000
1	14	    0.605034	    0.605034	    0.000000
1	15	    0.608600	    0.608600	    0.000000
1	16	    0.607163	    0.607163	    0.000000
1	17	    0.609244	    0.609244	    0.000000
1	18	    0.600610	    0.600610	    0.000000
1	19	    0.607454	    0.607454	    0.000000
1	20	    0.602071	    0.602071	    0.000000
1	21	    0.605399	    0.605399	    0.000000
1	22	    0.605494	    0.605494	    0.000000
1	23	    0.603986	    0.603986	    0.000000
1	24	    0.600834	    0.600834	    0.000000
1	25	    0.601574	    0.601574	    0.000000
1	26	    0.601954	    0.601954	    0.000000
1	27	    0.604862	    0.604862	    0.000000
1	28	    0.606213	    0.606213	    0.000000
1	29	    0.607734	    0.607734	    0.000000
1	30	    0.606773	    0.606773	    0.000000
1	31	    0.604965	    0.604965	    0.000000
1	32	    0.606160	    0.606160	    0.000000
1	33	    0.600603	    0.600603	    0.000000
1	34	    0.600958	    0.600958	    0.000000
1	35	    0.606458	    0.606458	    0.000000
1	36	    0.606367	    0.606367	    0.000000
1	37	    0.607464	    0.607464	    0.000000
1	38	    0.609143	    0.609143	    0.000000
1	39	    0.603322	    0.603322	    0.000000
1	40	    0.602425	    0.602425	    0.000000
1	41	    0.603927	    0.603927	    0.000000
1	42	    0.603960	    0.603960	    0.000000
1	43	    0.600027	    0.600027	    0.000000
1	44	    0.609625	    0.609625	    0.000000
1	45	    0.608994	    0.608994	    0.000000
1	46	    0.608627	    0.608627	    0.000000
1	47	    0.606788	    0.606788	    0.000000
1	48	    0.608238	    0.608238	    0.000000
1	49	    0.609237	    0.609237	    0.000000
1	50	    0.604242	    0.604242	    0.000000
1	51	    0.600309	    0.600309	    0.000000
1	52	    0.604637	    0.604637	    0.000000
1	53	    0.609735	    0.609735	    0.000000
1	54	    0.604295	    0.604295	    0.000000
1	55	    0.605471	    0.605471	    0.000000
1	56	    0.601310	    0.601310	    0.000000
1	57	    0.606249	    0.606249	    0.000000
1	58	    0.600333	    0.600333	    0.000000
1	59	    0.607522	    0.607522	    0.000000
1	60	    0.603983	    0.603983	    0.000000
1	61	    0.607105	    0.607105	    0.000000
1	62	    0.602487	    0.602487	    0.000000
1	63	    0.600143	    0.600143	    0.000000
1	64	    0.607709	    0.607709	    0.000000
1	65	    0.603445	    0.603445	    0.000000
1	66	    0.606601	    0.606601	    0.000000
1	67	    0.604076	    0.604076	    0.000000
1	68	    0.600909	    0.600909	    0.000000
1	69	    0.605744	    0.605744	    0.000000
1	70	    0.607398	    0.607398	    0.000000
1	71	    0.603334	    0.603334	    0.000000
1	72	    0.609671	    0.609671	    0.000000
1	73	    0.601358	    0.601358	    0.000000
1	74	    0.603361	    0.603361	    0.000000
1	75	    0.609296	    0.609296	    0.000000
1	76	    0.600352	    0.600352	    0.000000
1	77	    0.601989	    0.601989	    0.000000
1	78	    0.606084	    0.606084	    0.000000
1	79	    0.608590	    0.608590	    0.000000
1	80	    0.601226	    0.601226	    0.000000
1	81	    0.600325	    0.600325	    0.000000
1	82	    0.608899	    0.608899	    0.000000
1	83	    0.605862	    0.605862	    0.000000
1	84	    0.600061	    0.600061	    0.000000
1	85	    0.603194	    0.603194	    0.000000
1	86	    0.601333	    0.601333	    0.000000
1	87	    0.601370	    0.601370	    0.000000
1	88	    0.609443	    0.609443	    0.000000
1	89	    0.601666	    0.601666	    0.000000
1	90	    0.608893	    0.608893	    0.000000
1	91	    0.603426	    0.603426	    0.000000
1	92	    0.608771	    0.608771	    0.000000
1	93	    0.601380	    0.601380	    0.000000
